[Wed May 20 06:45:42 AM EDT 2026] GPU monitor started. Waiting for 4 free GPUs...
Tokenizing train dataset:  98%|█████████▊| 2202/2236 [02:50<00:02, 11.78 examples/s][WARNING|trainer_utils.py:1234] 2026-05-20 17:37:04,706 >> The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
Tokenizing train dataset: 100%|█████████▉| 2233/2236 [02:50<00:00, 13.58 examples/s]Tokenizing train dataset:  99%|█████████▊| 2204/2236 [02:50<00:02, 12.45 examples/s]Tokenizing train dataset: 100%|█████████▉| 2235/2236 [02:50<00:00, 13.91 examples/s]Tokenizing train dataset:  99%|█████████▊| 2207/2236 [02:50<00:02, 12.76 examples/s]Tokenizing train dataset: 100%|██████████| 2236/2236 [02:50<00:00, 13.11 examples/s]
Tokenizing train dataset:  99%|█████████▉| 2209/2236 [02:50<00:02, 13.10 examples/s][WARNING|trainer_utils.py:1234] 2026-05-20 17:37:05,207 >> The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
Tokenizing train dataset:  99%|█████████▉| 2212/2236 [02:50<00:01, 13.46 examples/s]Tokenizing train dataset:  99%|█████████▉| 2214/2236 [02:50<00:01, 13.36 examples/s]Tokenizing train dataset:  99%|█████████▉| 2216/2236 [02:51<00:01, 13.13 examples/s]Tokenizing train dataset:  99%|█████████▉| 2219/2236 [02:51<00:01, 14.35 examples/s]Tokenizing train dataset:  99%|█████████▉| 2221/2236 [02:51<00:01, 14.54 examples/s]Tokenizing train dataset:  99%|█████████▉| 2223/2236 [02:51<00:00, 13.47 examples/s]Tokenizing train dataset: 100%|█████████▉| 2225/2236 [02:51<00:00, 13.24 examples/s]Tokenizing train dataset: 100%|█████████▉| 2227/2236 [02:51<00:00, 13.75 examples/s]Tokenizing train dataset: 100%|█████████▉| 2229/2236 [02:52<00:00, 13.72 examples/s]Tokenizing train dataset: 100%|█████████▉| 2231/2236 [02:52<00:00, 14.05 examples/s]Tokenizing train dataset: 100%|█████████▉| 2233/2236 [02:52<00:00, 13.65 examples/s]Tokenizing train dataset: 100%|█████████▉| 2235/2236 [02:52<00:00, 14.00 examples/s]Tokenizing train dataset: 100%|██████████| 2236/2236 [02:52<00:00, 12.94 examples/s]
[WARNING|trainer_utils.py:1234] 2026-05-20 17:37:07,366 >> The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
After creating fp16 partitions: 2
MA 3.78 GB         Max_MA 3.78 GB         CA 3.87 GB         Max_CA 4 GB 
CPU Virtual Memory:  used = 30.36 GB, percent = 12.3%
Before creating fp32 partitions
MA 3.78 GB         Max_MA 3.78 GB         CA 3.87 GB         Max_CA 4 GB 
CPU Virtual Memory:  used = 30.35 GB, percent = 12.3%
After creating fp32 partitions
MA 5.68 GB         Max_MA 5.68 GB         CA 5.76 GB         Max_CA 6 GB 
CPU Virtual Memory:  used = 30.35 GB, percent = 12.3%
Before initializing optimizer states
MA 5.68 GB         Max_MA 5.68 GB         CA 5.76 GB         Max_CA 6 GB 
CPU Virtual Memory:  used = 30.36 GB, percent = 12.3%
After initializing optimizer states
MA 5.68 GB         Max_MA 7.57 GB         CA 7.66 GB         Max_CA 8 GB 
CPU Virtual Memory:  used = 30.39 GB, percent = 12.3%
After initializing ZeRO optimizer
MA 9.43 GB         Max_MA 10.59 GB         CA 10.69 GB         Max_CA 11 GB 
CPU Virtual Memory:  used = 30.81 GB, percent = 12.5%
[INFO|trainer.py:1587] 2026-05-20 17:37:11,836 >> ***** Running training *****
[INFO|trainer.py:1588] 2026-05-20 17:37:11,836 >>   Num examples = 2,236
[INFO|trainer.py:1589] 2026-05-20 17:37:11,836 >>   Num Epochs = 5
[INFO|trainer.py:1590] 2026-05-20 17:37:11,836 >>   Instantaneous batch size per device = 1
[INFO|trainer.py:1593] 2026-05-20 17:37:11,836 >>   Total train batch size (w. parallel, distributed & accumulation) = 32
[INFO|trainer.py:1594] 2026-05-20 17:37:11,836 >>   Gradient Accumulation steps = 8
[INFO|trainer.py:1595] 2026-05-20 17:37:11,836 >>   Total optimization steps = 350
[INFO|trainer.py:1596] 2026-05-20 17:37:11,837 >>   Number of trainable parameters = 2,031,739,904
wandb: Currently logged in as: mz751 (mz751-rutgers-university). Use `wandb login --relogin` to force relogin
wandb: wandb version 0.27.0 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.15.12
wandb: Run data is saved locally in output/dpo_dpo_20260520_173033/wandb/run-20260520_173713-2nqoee3m
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run dpo_dpo_20260520_173033
wandb: ⭐️ View project at https://wandb.ai/mz751-rutgers-university/sdar_dpo
wandb: 🚀 View run at https://wandb.ai/mz751-rutgers-university/sdar_dpo/runs/2nqoee3m
  0%|          | 0/350 [00:00<?, ?it/s][2026-05-20 17:37:16,967] [WARNING] [torch_autocast.py:122:autocast_if_enabled] torch.autocast is enabled outside DeepSpeed but disabled within the DeepSpeed engine. If you are using DeepSpeed's built-in mixed precision, the engine will follow the settings in bf16/fp16 section. To use torch's native autocast instead, configure the `torch_autocast` section in the DeepSpeed config.
[2026-05-20 17:39:47,341] [WARNING] [stage3.py:2274:step] 2 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  0%|          | 1/350 [02:30<14:35:52, 150.58s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.5742', 'learning_rate': '0', 'rewards/chosen': '0', 'rewards/rejected': '0', 'rewards/accuracies': '0', 'rewards/margins': '0', 'logps/chosen': '-2.572', 'logps/rejected': '-2.13', 'epoch': '0.01431'}
  0%|          | 1/350 [02:30<14:35:52, 150.58s/it][2026-05-20 17:42:13,849] [WARNING] [stage3.py:2274:step] 8 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  1%|          | 2/350 [04:57<14:19:28, 148.18s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.5897', 'learning_rate': '1.429e-08', 'rewards/chosen': '0', 'rewards/rejected': '0', 'rewards/accuracies': '0', 'rewards/margins': '0', 'logps/chosen': '-1.865', 'logps/rejected': '-2.671', 'epoch': '0.02862'}
  1%|          | 2/350 [04:57<14:19:28, 148.18s/it][2026-05-20 17:44:38,013] [WARNING] [stage3.py:2274:step] 5 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  1%|          | 3/350 [07:21<14:06:23, 146.35s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.6632', 'learning_rate': '2.857e-08', 'rewards/chosen': '1.138e-05', 'rewards/rejected': '1.615e-05', 'rewards/accuracies': '0.375', 'rewards/margins': '-4.77e-06', 'logps/chosen': '-2.366', 'logps/rejected': '-2.54', 'epoch': '0.04293'}
  1%|          | 3/350 [07:21<14:06:23, 146.35s/it][2026-05-20 17:47:10,553] [WARNING] [stage3.py:2274:step] 7 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  1%|          | 4/350 [09:53<14:18:02, 148.79s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.6506', 'learning_rate': '4.286e-08', 'rewards/chosen': '8.136e-06', 'rewards/rejected': '-2.556e-06', 'rewards/accuracies': '0.875', 'rewards/margins': '1.069e-05', 'logps/chosen': '-1.994', 'logps/rejected': '-1.759', 'epoch': '0.05725'}
  1%|          | 4/350 [09:53<14:18:02, 148.79s/it][2026-05-20 17:49:31,035] [WARNING] [stage3.py:2274:step] 7 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  1%|▏         | 5/350 [12:14<13:58:19, 145.80s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.589', 'learning_rate': '5.714e-08', 'rewards/chosen': '3.231e-05', 'rewards/rejected': '-4.1e-06', 'rewards/accuracies': '0.5', 'rewards/margins': '3.641e-05', 'logps/chosen': '-1.875', 'logps/rejected': '-1.702', 'epoch': '0.07156'}
  1%|▏         | 5/350 [12:14<13:58:19, 145.80s/it][2026-05-20 17:51:59,678] [WARNING] [stage3.py:2274:step] 7 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  2%|▏         | 6/350 [14:42<14:01:26, 146.76s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.6286', 'learning_rate': '7.143e-08', 'rewards/chosen': '-5.094e-05', 'rewards/rejected': '0.0001116', 'rewards/accuracies': '0.25', 'rewards/margins': '-0.0001625', 'logps/chosen': '-1.855', 'logps/rejected': '-2.766', 'epoch': '0.08587'}
  2%|▏         | 6/350 [14:42<14:01:26, 146.76s/it][2026-05-20 17:54:32,960] [WARNING] [stage3.py:2274:step] 7 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  2%|▏         | 7/350 [17:16<14:11:10, 148.89s/it]                                                   {'loss': '0.6932', 'grad_norm': '0.6595', 'learning_rate': '8.571e-08', 'rewards/chosen': '-7.149e-05', 'rewards/rejected': '-8.047e-08', 'rewards/accuracies': '0.375', 'rewards/margins': '-7.141e-05', 'logps/chosen': '-2.083', 'logps/rejected': '-1.637', 'epoch': '0.1002'}
  2%|▏         | 7/350 [17:16<14:11:10, 148.89s/it][2026-05-20 17:57:03,174] [WARNING] [stage3.py:2274:step] 8 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  2%|▏         | 8/350 [19:46<14:11:05, 149.31s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.7165', 'learning_rate': '1e-07', 'rewards/chosen': '0.0002361', 'rewards/rejected': '3.959e-05', 'rewards/accuracies': '0.625', 'rewards/margins': '0.0001965', 'logps/chosen': '-1.844', 'logps/rejected': '-1.83', 'epoch': '0.1145'}
  2%|▏         | 8/350 [19:46<14:11:05, 149.31s/it][2026-05-20 17:59:44,169] [WARNING] [stage3.py:2274:step] 7 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  3%|▎         | 9/350 [22:27<14:29:21, 152.97s/it]                                                   {'loss': '0.6931', 'grad_norm': '0.6375', 'learning_rate': '1.143e-07', 'rewards/chosen': '0.0001365', 'rewards/rejected': '-0.0002178', 'rewards/accuracies': '0.75', 'rewards/margins': '0.0003543', 'logps/chosen': '-2.525', 'logps/rejected': '-1.628', 'epoch': '0.1288'}
  3%|▎         | 9/350 [22:27<14:29:21, 152.97s/it][2026-05-20 18:02:28,130] [WARNING] [stage3.py:2274:step] 7 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
  3%|▎         | 10/350 [25:11<14:46:02, 156.36s/it]                                                    {'loss': '0.6931', 'grad_norm': '0.6913', 'learning_rate': '1.286e-07', 'rewards/chosen': '0.0003197', 'rewards/rejected': '-0.00025', 'rewards/accuracies': '0.75', 'rewards/margins': '0.0005697', 'logps/chosen': '-2.381', 'logps/rejected': '-2.088', 'epoch': '0.1431'}
  3%|▎         | 10/350 [25:11<14:46:02, 156.36s/it][INFO|trainer.py:3797] 2026-05-20 18:02:34,606 >> Saving model checkpoint to output/dpo_dpo_20260520_173033/checkpoints/checkpoint-10
/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_rope_utils.py:936: FutureWarning: `rope_config_validation` is deprecated and has been removed. Its functionality has been moved to RotaryEmbeddingConfigMixin.validate_rope method. PreTrainedConfig inherits this class, so please call self.validate_rope() instead. Also, make sure to use the new rope_parameters syntax. You can call self.standardize_rope_params() in the meantime.
  warnings.warn(
[INFO|configuration_utils.py:432] 2026-05-20 18:02:34,621 >> Configuration saved in output/dpo_dpo_20260520_173033/checkpoints/checkpoint-10/config.json
[INFO|configuration_utils.py:803] 2026-05-20 18:02:34,622 >> Configuration saved in output/dpo_dpo_20260520_173033/checkpoints/checkpoint-10/generation_config.json
Traceback (most recent call last):
  File "/research/cbim/vast/mz751/Projects/DLLM-Searcher/dLLM_trainer/VRPO/my_train/my_dpo_train.py", line 325, in <module>
    main(script_args, training_args, model_args)
  File "/research/cbim/vast/mz751/Projects/DLLM-Searcher/dLLM_trainer/VRPO/my_train/my_dpo_train.py", line 297, in main
    train_result = trainer.train(resume_from_checkpoint=checkpoint)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 1412, in train
    return inner_training_loop(
           ^^^^^^^^^^^^^^^^^^^^
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 1813, in _inner_training_loop
    self._maybe_log_save_evaluate(
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 2132, in _maybe_log_save_evaluate
    self._save_checkpoint(model, trial)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/trl/trainer/dpo_trainer.py", line 2046, in _save_checkpoint
    super()._save_checkpoint(model, trial)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 3038, in _save_checkpoint
    self.save_model(output_dir, _internal_call=True)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 3773, in save_model
    self._save(output_dir, state_dict=state_dict)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 3816, in _save
    self.model.save_pretrained(output_dir, state_dict=state_dict)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_utils.py", line 3307, in save_pretrained
    state_dict = remove_tied_weights_from_state_dict(state_dict, model_to_save)
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_utils.py", line 426, in remove_tied_weights_from_state_dict
    all_potential_tied_weights_keys = set(_get_tied_weight_keys(model))
                                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_utils.py", line 341, in _get_tied_weight_keys
    tied_weight_keys.extend([f"{name}.{k}" if name else k for k in tied.keys()])
                                                                   ^^^^^^^^^
AttributeError: 'list' object has no attribute 'keys'
[rank0]: Traceback (most recent call last):
[rank0]:   File "/research/cbim/vast/mz751/Projects/DLLM-Searcher/dLLM_trainer/VRPO/my_train/my_dpo_train.py", line 325, in <module>
[rank0]:     main(script_args, training_args, model_args)
[rank0]:   File "/research/cbim/vast/mz751/Projects/DLLM-Searcher/dLLM_trainer/VRPO/my_train/my_dpo_train.py", line 297, in main
[rank0]:     train_result = trainer.train(resume_from_checkpoint=checkpoint)
[rank0]:                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 1412, in train
[rank0]:     return inner_training_loop(
[rank0]:            ^^^^^^^^^^^^^^^^^^^^
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 1813, in _inner_training_loop
[rank0]:     self._maybe_log_save_evaluate(
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 2132, in _maybe_log_save_evaluate
[rank0]:     self._save_checkpoint(model, trial)
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/trl/trainer/dpo_trainer.py", line 2046, in _save_checkpoint
[rank0]:     super()._save_checkpoint(model, trial)
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 3038, in _save_checkpoint
[rank0]:     self.save_model(output_dir, _internal_call=True)
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 3773, in save_model
[rank0]:     self._save(output_dir, state_dict=state_dict)
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/trainer.py", line 3816, in _save
[rank0]:     self.model.save_pretrained(output_dir, state_dict=state_dict)
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_utils.py", line 3307, in save_pretrained
[rank0]:     state_dict = remove_tied_weights_from_state_dict(state_dict, model_to_save)
[rank0]:                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_utils.py", line 426, in remove_tied_weights_from_state_dict
[rank0]:     all_potential_tied_weights_keys = set(_get_tied_weight_keys(model))
[rank0]:                                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
[rank0]:   File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/transformers/modeling_utils.py", line 341, in _get_tied_weight_keys
[rank0]:     tied_weight_keys.extend([f"{name}.{k}" if name else k for k in tied.keys()])
[rank0]:                                                                    ^^^^^^^^^
[rank0]: AttributeError: 'list' object has no attribute 'keys'
wandb: Waiting for W&B process to finish... (failed 1). Press Control-C to abort syncing.
wandb: 
wandb: Run history:
wandb:              train/epoch ▁▂▃▃▄▅▆▆▇█
wandb:        train/global_step ▁▂▃▃▄▅▆▆▇█
wandb:          train/grad_norm ▁▂▅▅▂▄▅█▄▇
wandb:      train/learning_rate ▁▂▃▃▄▅▆▆▇█
wandb:       train/logps/chosen ▁█▃▇██▆█▁▃
wandb:     train/logps/rejected ▅▂▂▇█▁█▇█▅
wandb:               train/loss ██▇▇▆▅█▆▁▃
wandb: train/rewards/accuracies ▁▁▄█▅▃▄▆▇▇
wandb:     train/rewards/chosen ▂▂▂▂▃▁▁▇▅█
wandb:    train/rewards/margins ▃▃▃▃▃▁▂▄▆█
wandb:   train/rewards/rejected ▆▆▆▆▆█▆▇▂▁
wandb: 
wandb: Run summary:
wandb:              train/epoch 0.14311
wandb:        train/global_step 10
wandb:          train/grad_norm 0.69127
wandb:      train/learning_rate 0.0
wandb:       train/logps/chosen -2.38108
wandb:     train/logps/rejected -2.08769
wandb:               train/loss 0.69312
wandb: train/rewards/accuracies 0.75
wandb:     train/rewards/chosen 0.00032
wandb:    train/rewards/margins 0.00057
wandb:   train/rewards/rejected -0.00025
wandb: 
wandb: 🚀 View run dpo_dpo_20260520_173033 at: https://wandb.ai/mz751-rutgers-university/sdar_dpo/runs/2nqoee3m
wandb: ️⚡ View job at https://wandb.ai/mz751-rutgers-university/sdar_dpo/jobs/QXJ0aWZhY3RDb2xsZWN0aW9uOjEwMzY1MTA3MzM=/version_details/v1
wandb: Synced 6 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: output/dpo_dpo_20260520_173033/wandb/run-20260520_173713-2nqoee3m/logs
W0520 18:02:44.122000 2845017 site-packages/torch/distributed/elastic/multiprocessing/api.py:897] Sending process 2845242 closing signal SIGTERM
W0520 18:02:44.125000 2845017 site-packages/torch/distributed/elastic/multiprocessing/api.py:897] Sending process 2845243 closing signal SIGTERM
W0520 18:02:44.126000 2845017 site-packages/torch/distributed/elastic/multiprocessing/api.py:897] Sending process 2845244 closing signal SIGTERM
E0520 18:02:45.511000 2845017 site-packages/torch/distributed/elastic/multiprocessing/api.py:869] failed (exitcode: 1) local_rank: 0 (pid: 2845241) of binary: /research/cbim/vast/mz751/miniforge3/envs/espo/bin/python3.11
Warning: The cache directory for DeepSpeed Triton autotune, /research/cbim/vast/mz751/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
Traceback (most recent call last):
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/bin/accelerate", line 6, in <module>
    sys.exit(main())
             ^^^^^^
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/accelerate/commands/accelerate_cli.py", line 50, in main
    args.func(args)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/accelerate/commands/launch.py", line 1266, in launch_command
    deepspeed_launcher(args)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/accelerate/commands/launch.py", line 952, in deepspeed_launcher
    distrib_run.run(args)
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/torch/distributed/run.py", line 909, in run
    elastic_launch(
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/torch/distributed/launcher/api.py", line 138, in __call__
    return launch_agent(self._config, self._entrypoint, list(args))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/research/cbim/vast/mz751/miniforge3/envs/espo/lib/python3.11/site-packages/torch/distributed/launcher/api.py", line 269, in launch_agent
    raise ChildFailedError(
torch.distributed.elastic.multiprocessing.errors.ChildFailedError: 
============================================================
my_train/my_dpo_train.py FAILED
------------------------------------------------------------
Failures:
  <NO_OTHER_FAILURES>
------------------------------------------------------------
Root Cause (first observed failure):
[0]:
  time      : 2026-05-20_18:02:44
  host      : dionysos.cs.rutgers.edu
  rank      : 0 (local_rank: 0)
  exitcode  : 1 (pid: 2845241)
  error_file: <N/A>
  traceback : To enable traceback see: https://pytorch.org/docs/stable/elastic/errors.html
============================================================
[Wed May 20 06:02:47 PM EDT 2026] Training exited with code 0.
[Wed May 20 06:02:47 PM EDT 2026] Training completed successfully. Monitor exiting.
